"","Event.Name","Start.Date.Time","End.Date.Time","Event.Type","Event.Borough","Event.Location"
"279","Track and Field","03/01/2022 08:00:00 AM","03/01/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"280","Frisbee","02/26/2022 10:00:00 AM","02/26/2022 06:00:00 PM","Sport - Adult","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,Riverside Park: 103rd St-Soccer-02 D"
"281","Soccer - Non Regulation","03/01/2022 04:00:00 PM","03/01/2022 08:30:00 PM","Sport - Youth","Manhattan","Thomas Jefferson Park: Soccer-01"
"282","Soccer - Non Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Staten Island","Freshkills Park: Owl Hollow-Soccer-1"
"283","Fido coffee bark","06/04/2022 07:00:00 AM","06/04/2022 09:00:00 AM","Special Event","Brooklyn","Prospect Park: Picnic House South"
"284","Outdoor Learning - Brooklyn International High School","03/01/2022 09:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Multi Purpose Play Area-01"
"285","Locals Surf School","03/11/2022 09:00:00 AM","03/11/2022 01:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"286","Celebration","03/30/2022 12:00:00 PM","03/30/2022 01:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"287","Lawn Closure of Magnolia Lawn","03/01/2022 12:00:00 AM","03/01/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Magnolia Lawn"
"288","Soccer - Non Regulation","03/14/2022 05:30:00 PM","03/14/2022 08:30:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-08 ,Flushing Meadows Corona Park: Soccer-09"
"289","Soccer -Regulation","02/26/2022 07:00:00 AM","02/26/2022 10:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fiel"
"290","Soccer - Non Regulation","03/07/2022 01:00:00 PM","03/07/2022 02:30:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"291","Lacrosse","03/01/2022 04:30:00 PM","03/01/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-72"
"292","ELITE RUN","07/22/2022 07:00:00 PM","07/22/2022 08:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 116th Street Island"
"293","MUTS","06/22/2022 08:00:00 PM","06/22/2022 11:00:00 PM","Special Event","Manhattan","Robert Moses Playground: Multi Purpose Area ,Robert Moses Playground: Soccer-01 ,Robert Moses Playground: Softball-01"
"294","Basketball","03/01/2022 09:00:00 AM","03/01/2022 05:00:00 PM","Sport - Youth","Brooklyn","JHS 51 JOP: Basketball-01 ,JHS 51 JOP: Basketball-02 ,JHS 51 JOP: Basketball-03"
"295","Soccer - Non Regulation","02/28/2022 06:00:00 PM","02/28/2022 08:00:00 PM","Sport - Adult","Manhattan","East River Park: Soccer-02 Grand Street"
"296","FOOD DISTRIBUTION","02/15/2022 02:00:00 PM","02/15/2022 05:00:00 PM","Street Event","Brooklyn","REGENT PLACE between FLATBUSH AVENUE and EAST   21 STREET"
"297","Mobile COVID-19 Test Site","02/21/2022 08:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Queens","Hart Playground: Hart Playground"
"298","Covid 19 testing site","02/25/2022 12:00:00 AM","02/25/2022 07:00:00 PM","Special Event","Queens","Maple Playground: Maple Playground"
"299","Soccer -Regulation","03/02/2022 06:00:00 PM","03/02/2022 09:00:00 PM","Sport - Adult","Manhattan","Harlem River Park: Soccer-01"
"300","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"301","Soccer - Non Regulation","03/01/2022 04:00:00 PM","03/01/2022 05:30:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"302","Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C"
"303","Soccer - Non Regulation","03/14/2022 08:00:00 AM","03/14/2022 08:00:00 PM","Sport - Youth","Queens","Highland Park: Soccer-01"
"304","Soccer -Regulation","03/01/2022 09:00:00 AM","03/01/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: East River Fields-Soccer-85"
"305","Coved -19 testing for the public","02/17/2022 07:00:00 AM","02/17/2022 07:00:00 PM","Special Event","Queens","William F Moore Park: William F. Moore Park"
"306","Lacrosse","03/14/2022 03:00:00 PM","03/14/2022 06:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"307","Mobile COVID-19 Test Site","02/21/2022 08:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Bronx","St. James Park: St. James Park"
"308","Soccer -Regulation","03/12/2022 08:00:00 AM","03/12/2022 10:30:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Soccer-10"
"309","Miscellaneous","03/01/2022 02:30:00 PM","03/01/2022 05:30:00 PM","Sport - Youth","Brooklyn","Ten Eyck Playground (PS 196): Multi Purpose Play Area-01 ,Ten Eyck Playground (PS 196): Basketball-01"
"310","Fido Coffee Bark raindate","11/12/2022 07:00:00 AM","11/12/2022 09:00:00 AM","Special Event","Brooklyn","Prospect Park: Picnic House South"
"311","Football - Youth","03/14/2022 12:00:00 PM","03/14/2022 08:00:00 PM","Sport - Youth","Brooklyn","Kaiser Park: Football-01"
"312","Mobile COVID-19 Test Site","02/24/2022 08:00:00 AM","02/24/2022 07:00:00 PM","Special Event","Queens","Hart Playground: Hart Playground"
"313","Celebration","03/02/2022 02:00:00 PM","03/02/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Bethesda Fountain Terrace"
"314","Hugh Hayden Reflection Board","03/11/2022 12:00:00 PM","03/11/2022 02:00:00 PM","Special Event","Manhattan","Madison Square Park: Veterans Lawn"
"315","Softball - Adults","03/08/2022 03:00:00 PM","03/08/2022 05:30:00 PM","Sport - Youth","Manhattan","East River Park: Softball-05"
"316","Soccer - Non Regulation","03/01/2022 12:00:00 PM","03/01/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01 ,Sternberg Park (Lindsey Park): Football-01 ,Washington Park (MS 51): Soccer-01B"
"317","Soccer -Regulation","03/12/2022 03:00:00 PM","03/12/2022 05:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-08"
"318","Party","05/22/2022 10:00:00 AM","05/22/2022 02:00:00 PM","Special Event","Manhattan","Carl Schurz Park: 87th Street Promenade Lawn"
"319","Covid 19 testing site","02/15/2022 12:00:00 AM","02/15/2022 07:00:00 PM","Special Event","Staten Island","Tappen Park: Tappen Park - Whole Park"
"320","Soccer - Non Regulation","03/07/2022 06:00:00 PM","03/07/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"321","Outdoor Learning - LLS","03/01/2022 08:30:00 AM","03/01/2022 02:30:00 PM","Special Event","Brooklyn","Fort Greene Park: Mrytle and Washington Park Entrance"
"322","Soccer - Non Regulation","03/14/2022 03:30:00 PM","03/14/2022 05:30:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-11"
"323","Mobile COVID-19 Test Site","03/14/2022 08:00:00 AM","03/14/2022 07:00:00 PM","Special Event","Staten Island","Wolfe's Pond Park: Lawn"
"324","Soccer - Non Regulation","03/01/2022 08:00:00 AM","03/01/2022 05:00:00 PM","Sport - Youth","Brooklyn","Bill Brown Playground: Soccer-01"
"325","Pilgrim Hill Winter Closure Nov. 29, 2021 - May 7, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Pilgrim Hill"
"326","Soccer - Non Regulation","02/21/2022 06:00:00 PM","02/21/2022 10:30:00 PM","Sport - Adult","Manhattan","James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01"
"327","Celebration","06/04/2022 12:00:00 PM","06/04/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Dene Lawn"
"328","SD19 Fun Day Back To School","08/23/2022 01:00:00 PM","08/23/2022 04:00:00 PM","Special Event","Brooklyn","Canarsie Park: Lawn Area E 88th Street and Seaview"
"329","Lawn Closure of Sol Lewitt Lawn","02/21/2022 12:01:00 AM","02/21/2022 12:00:00 PM","Special Event","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South"
"330","Outdoor Learning For PE","03/01/2022 08:30:00 AM","03/01/2022 02:45:00 PM","Special Event","Brooklyn","Shore Road Park and Parkway: 79th St Fields-Softball-01"
"331","Baseball - 13 and Older (Little League)","03/01/2022 03:30:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Brooklyn","Bush Terminal Park: Baseball-01"
"332","Meet the Native Plants Demonstration Gardens","03/01/2022 12:00:00 AM","03/01/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Southern Fountain Circle Plaza"
"333","Brooklyn Kids Prep School Outdoor Learning","03/01/2022 03:00:00 PM","03/01/2022 09:00:00 PM","Special Event","Brooklyn","Marine Park: Lawn (Fillmore Avenue)"
"334","Soccer - Non Regulation","03/02/2022 07:00:00 PM","03/02/2022 10:00:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"335","Soccer -Regulation","03/08/2022 05:00:00 PM","03/08/2022 09:00:00 PM","Sport - Youth","Bronx","Soundview Park: Soccer-01"
"336","Baseball - 13 and Older (Little League)","03/08/2022 03:30:00 PM","03/08/2022 06:00:00 PM","Sport - Youth","Brooklyn","Bush Terminal Park: Baseball-01"
"337","Mobile COVID-19 Test Site","02/17/2022 08:00:00 AM","02/17/2022 07:00:00 PM","Special Event","Bronx","St. James Park: St. James Park"
"338","Cedar Hill Winter Closure Nov 15, 2021 - April 15, 2022","03/14/2022 12:00:00 AM","03/14/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Cedar Hill"
"339","Celebration","09/02/2022 01:00:00 PM","09/02/2022 03:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"340","Model Aircraft Flying Field","03/14/2022 08:00:00 AM","03/14/2022 08:00:00 PM","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field"
"341","Justice For President Jovenel Moise","04/07/2022 01:00:00 PM","04/07/2022 05:00:00 PM","Special Event","Manhattan","Dag Hammarskjold Plaza: First Avenue Plaza"
"342","Earth Day 2022","04/23/2022 12:00:00 PM","04/23/2022 04:00:00 PM","Special Event","Brooklyn","Maria Hernandez Park: Central Plaza/Performance Area"
"343","PS58 Lunch and Recess","03/14/2022 11:00:00 AM","03/14/2022 01:00:00 PM","Special Event","Brooklyn","Carroll Park: Softball-01"
"344","Soccer - Non Regulation","03/13/2022 08:00:00 AM","03/13/2022 10:00:00 AM","Sport - Adult","Manhattan","Sara D. Roosevelt Park: Lion's Gate-Soccer-03"
"345","Lacrosse","03/01/2022 02:00:00 PM","03/01/2022 09:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fiel"
"346","Soccer - Non Regulation","03/01/2022 04:00:00 PM","03/01/2022 05:30:00 PM","Sport - Youth","Manhattan","James J Walker Park: Soccer-01"
"347","Hockey","03/01/2022 09:00:00 AM","03/01/2022 09:30:00 PM","Sport - Youth","Queens","College Point Fields: Hockey-01"
"348","Covid -19 testing for the public","03/01/2022 07:00:00 AM","03/01/2022 07:00:00 PM","Special Event","Staten Island","Silver Lake Park: Concert Area - Forest Ave Side"
"349","Soccer - Non Regulation","02/16/2022 08:30:00 AM","02/16/2022 03:30:00 PM","Sport - Youth","Manhattan","Chelsea Park: Soccer-01"
"350","Locals Surf School","03/01/2022 09:00:00 AM","03/01/2022 01:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"351","Soccer -Regulation","03/01/2022 08:30:00 AM","03/01/2022 04:00:00 PM","Sport - Youth","Manhattan","Inwood Hill Park: Gaelic-Soccer-01"
"352","Outdoor Learning Permit","03/01/2022 09:30:00 AM","03/01/2022 01:30:00 PM","Special Event","Manhattan","Inwood Hill Park: Emerson Playground"
"353","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-72"
"354","Soccer - Non Regulation","02/28/2022 06:00:00 PM","02/28/2022 10:00:00 PM","Sport - Youth","Brooklyn","Linden Park (Gershwin Park - JHS 166): Football-01"
"355","East Meadow Winter Closure 11-1-21 thru 4-2-22","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East Meadow ,Central Park: East Meadow Picnic Zone ,Central Park: East Meadow Clay Area ,Central Park: East Meadow North Lawn"
"356","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 04:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-03 ,Calvert Vaux Park: Soccer-04"
"357","NYC Surfing Surf School","03/01/2022 08:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"358","Miscellaneous","03/01/2022 10:00:00 AM","03/01/2022 03:00:00 PM","Sport - Youth","Manhattan","Vesuvio Playground: Handball-03"
"359","Soccer - Non Regulation","03/01/2022 12:00:00 PM","03/01/2022 08:00:00 PM","Sport - Adult","Brooklyn","Bush Terminal Park: Soccer-02"
"360","Rugby","03/01/2022 04:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Bronx","Macombs Dam Park: Soccer-01"
"361","Manhattan SAFE Disposal Event- RSP","05/08/2022 10:00:00 AM","05/08/2022 02:00:00 PM","Special Event","Manhattan","Riverside Park: Riverside Park-Ten Mile River Playground"
"362","Soccer - Non Regulation","03/01/2022 03:00:00 PM","03/01/2022 07:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-11"
"363","Baseball - Adults","03/01/2022 03:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Manhattan","Harlem River Park: Baseball-01"
"364","Soccer -Regulation","03/01/2022 03:30:00 PM","03/01/2022 05:30:00 PM","Sport - Youth","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,Marx Brothers Playground: Soccer-01"
"365","Soccer - Non Regulation","03/01/2022 12:00:00 PM","03/01/2022 10:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"366","Crown Heights Farm Stand","03/11/2022 08:00:00 AM","03/11/2022 05:00:00 PM","Farmers Market","Brooklyn","NOSTRAND AVENUE between EMPIRE BOULEVARD and MONTGOMERY STREET"
"367","Celebration","10/08/2022 03:30:00 PM","10/08/2022 05:30:00 PM","Special Event","Manhattan","Central Park: Dene Lawn"
"368","OUTDOOR LEARNING TEST APPLICATION","02/18/2022 09:55:00 AM","02/18/2022 02:00:00 PM","Special Event","Queens","Playground Ninety: Playground Ninety - Lawn"
"369","E 102 Landscape Winter Closure  Dec 2, 2021 - April 2, 2022","02/27/2022 12:00:00 AM","02/27/2022 11:00:00 PM","Special Event","Manhattan","Central Park: East 102nd St Landscape A ,Central Park: East 102nd St Landscape B ,Central Park: East 102nd St Clay Oval"
"370","Soccer -Regulation","03/13/2022 08:00:00 AM","03/13/2022 07:00:00 PM","Sport - Youth","Staten Island","Fairview Park: Multi-Purpose Play Area-01"
"371","Out Door Learning The Highbridge Green School","02/18/2022 08:30:00 AM","02/18/2022 03:00:00 PM","Special Event","Bronx","Highbridge Park: Highbridge Park"
"372","Movies Under the Stars","08/12/2022 07:00:00 PM","08/12/2022 09:00:00 PM","Special Event","Manhattan","Moore Playground: Basketball-01 ,Moore Playground: Basketball-02 ,Moore Playground: Basketball-03"
"373","Soccer - Non Regulation","03/01/2022 01:00:00 PM","03/01/2022 10:00:00 PM","Sport - Youth","Manhattan","Tanahey Playground: Soccer-01"
"374","Soccer -Regulation","02/28/2022 07:00:00 AM","02/28/2022 10:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E"
"375","NYRR Open Run Inwood Hill Park","02/19/2022 09:00:00 AM","02/19/2022 10:00:00 AM","Special Event","Manhattan","Inwood Hill Park: Inwood Hill Trails"
"376","Dairy Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dairy Lawn"
"377","Lawn Closure of Veterans lawn","03/08/2022 12:00:00 AM","03/08/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Veterans Lawn"
"378","Party","04/30/2022 12:00:00 PM","04/30/2022 04:00:00 PM","Special Event","Manhattan","Central Park: East 72nd Street Playground Lawns"
"379","Celebration","03/02/2022 02:00:00 PM","03/02/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"380","SAFE Disposal Event","05/26/2022 04:00:00 PM","05/26/2022 08:00:00 PM","Special Event","Manhattan","Washington Market Park: Sidewalk"
"381","Soccer - Non Regulation","03/12/2022 09:00:00 AM","03/12/2022 02:00:00 PM","Sport - Youth","Brooklyn","West Playground: Soccer-01"
"382","Softball (Little league)","03/01/2022 03:30:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Manhattan","Annunciation Park: Softball-01"
"383","Baseball - 12 and Under (Little League)","02/27/2022 09:00:00 AM","02/27/2022 01:00:00 PM","Sport - Youth","Manhattan","Corlears Hook Park: Softball-01"
"384","Soccer - Non Regulation","03/07/2022 06:00:00 PM","03/07/2022 10:00:00 PM","Sport - Youth","Brooklyn","Linden Park (Gershwin Park - JHS 166): Football-01"
"385","BIRTHDAY PARTY","05/14/2022 02:00:00 PM","05/14/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: CONCERT GROVE PAVILION"
"386","Soccer - Non Regulation","03/08/2022 08:30:00 AM","03/08/2022 03:30:00 PM","Sport - Youth","Manhattan","Chelsea Park: Soccer-01"
"387","Soccer - Non Regulation","03/01/2022 03:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"388","Outdoor Learning-PS 152-DOE","02/16/2022 08:00:00 AM","02/16/2022 03:00:00 PM","Special Event","Bronx","Colgate Close: Colgate Close"
"389","E 102 Landscape Winter Closure  Dec 2, 2021 - April 2, 2022","03/08/2022 12:00:00 AM","03/08/2022 11:00:00 PM","Special Event","Manhattan","Central Park: East 102nd St Landscape A ,Central Park: East 102nd St Landscape B ,Central Park: East 102nd St Clay Oval"
"390","Soccer - Non Regulation","03/01/2022 10:00:00 AM","03/01/2022 10:00:00 PM","Sport - Adult","Manhattan","Chelsea Park: Soccer-01"
"391","Outdoor Learning - PS 184 Flushing Manor","03/11/2022 07:00:00 AM","03/11/2022 03:00:00 PM","Special Event","Queens","Playground Twenty One: Playground Twenty One"
"392","Soccer - Non Regulation","03/01/2022 03:00:00 PM","03/01/2022 04:00:00 PM","Sport - Youth","Manhattan","Sara D. Roosevelt Park: Nike Field-Soccer-02"
"393","Celebration","06/05/2022 02:00:00 PM","06/05/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Belvedere Castle Terrace"
"394","Soccer - Non Regulation","03/01/2022 08:30:00 AM","03/01/2022 10:00:00 AM","Sport - Adult","Manhattan","Sara D. Roosevelt Park: Nike Field-Soccer-02"
"395","Outdoor Learning  - PS66Q-DOE","03/01/2022 08:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Queens","Forest Park: Forest Park-Giovannelli Playground"
"396","Outdoor Learning- PS 39K- DOE","03/11/2022 09:00:00 AM","03/11/2022 02:00:00 PM","Special Event","Brooklyn","Prospect Park: Bandshell South"
"397","Soccer - Non Regulation","02/23/2022 03:00:00 PM","02/23/2022 06:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"398","Lacrosse","02/27/2022 09:00:00 AM","02/27/2022 05:00:00 PM","Sport - Youth","Manhattan","Marx Brothers Playground: Soccer-01"
"399","Outdoor Learning Application-PS 132-DOE","03/01/2022 08:30:00 AM","03/01/2022 02:00:00 PM","Special Event","Brooklyn","Cooper Park: Center Oval Lawn"
"400","Soccer - Non Regulation","03/01/2022 03:00:00 PM","03/01/2022 04:30:00 PM","Sport - Youth","Manhattan","Sara D. Roosevelt Park: Lion's Gate-Soccer-03"
"401","Baseball - Adults","03/01/2022 02:30:00 PM","03/01/2022 06:00:00 PM","Sport - Adult","Queens","Juniper Valley Park: Baseball-01"
"402","Covid 19 testing for the public","02/25/2022 07:00:00 AM","02/25/2022 07:00:00 PM","Special Event","Bronx","D'Auria-Murphy Triangle: D'Auria-Murphy Triangle"
"403","Baseball - 13 and Older (Little League)","03/11/2022 03:30:00 PM","03/11/2022 06:00:00 PM","Sport - Youth","Manhattan","East River Park: Baseball-06"
"404","Football - Youth","03/13/2022 10:00:00 AM","03/13/2022 02:00:00 PM","Sport - Youth","Manhattan","Baruch Playground: Football-01"
"405","Diana Ross Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/13/2022 12:00:00 AM","03/13/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Diana Ross Playground Lawn"
"406","Soccer - Non Regulation","03/12/2022 10:00:00 AM","03/12/2022 04:30:00 PM","Sport - Adult","Bronx","Mullaly Park: Soccer-02"
"407","Soccer - Non Regulation","03/08/2022 12:30:00 PM","03/08/2022 04:00:00 PM","Sport - Youth","Manhattan","Thomas Jefferson Park: Soccer-01"
"408","Soccer -Regulation","02/26/2022 07:00:00 AM","02/26/2022 10:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E"
"409","Baseball - 12 and Under (Little League)","03/01/2022 08:00:00 AM","03/01/2022 08:00:00 PM","Sport - Youth","Brooklyn","Monsignor Crawford Field: Softball-01 ,Monsignor Crawford Field: Softball-02"
"410","Walker Park Afterschool","02/15/2022 03:00:00 PM","02/15/2022 06:00:00 PM","Special Event","Staten Island","Walker Park: Walker Park - Whole Park"
"411","Outdoor Learning-Brooklyn Heights Montessori School-Private","03/01/2022 10:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Brooklyn","Van Voorhees Playground: Sitting Area ,Van Voorhees Playground: Softball-01"
"412","Lenox hill Farm Box","03/01/2022 11:30:00 AM","03/01/2022 07:30:00 PM","Farmers Market","Manhattan","FIRST AVENUE between EAST   70 STREET and EAST   71 STREET"
"413","Picnic","08/06/2022 07:00:00 PM","08/06/2022 08:00:00 PM","Special Event","Queens","Beach 17 Playground (O'Donohue Park): BBQ Area Orange ,Beach 17 Playground (O'Donohue Park): BBQ Area Yellow"
"414","Jennifer's Playground Afterschool","03/01/2022 03:00:00 PM","03/01/2022 06:00:00 PM","Special Event","Staten Island","Jennifer's Playground: Jennifer's Playground - Whole Park"
"415","Dances for a Variable Population","03/01/2022 09:00:00 AM","03/01/2022 11:00:00 AM","Special Event","Manhattan","Washington Square Park: Garibaldi Plaza"
"416","Outdoor Learning","03/01/2022 08:00:00 AM","03/01/2022 02:00:00 PM","Special Event","Brooklyn","Seth Low Playground: Soccer-01 ,Seth Low Playground: Multi Purpose Play Area 02"
"417","Lawn Closure of Redbud Lawn","03/01/2022 12:01:00 AM","03/01/2022 12:00:00 PM","Special Event","Manhattan","Madison Square Park: Redbud Lawn"
"418","Soccer - Non Regulation","02/28/2022 06:00:00 PM","02/28/2022 08:00:00 PM","Sport - Youth","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"419","Soccer - Non Regulation","02/28/2022 08:00:00 PM","02/28/2022 10:00:00 PM","Sport - Adult","Queens","Astoria Park: Soccer-01"
"420","Soccer -Regulation","03/01/2022 03:00:00 PM","03/01/2022 05:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-08"
"421","Outdoor Learning-PS 152-DOE","03/03/2022 08:00:00 AM","03/03/2022 03:00:00 PM","Special Event","Bronx","Colgate Close: Colgate Close"
"422","Baseball - Adults","07/16/2022 12:00:00 PM","07/16/2022 05:00:00 PM","Sport - Adult","Queens","St. Michael's Playground: Baseball-01"
"423","Soccer - Non Regulation","02/22/2022 11:00:00 AM","02/22/2022 12:30:00 PM","Sport - Youth","Manhattan","Sara D. Roosevelt Park: Lion's Gate-Soccer-03"
"424","Outdoor Learning","03/01/2022 10:30:00 AM","03/01/2022 01:30:00 PM","Special Event","Manhattan","Highbridge Park: Sunken Playground"
